Subject ID,Slice Index,label,sequence
sub851314_301_t2_flair_new,6,0,flair
sub851314_301_t2_flair_new,7,0,flair
sub229045_301_t2_flair,0,0,flair
sub229045_301_t2_flair,1,0,flair
sub229045_301_t2_flair,2,0,flair
sub229045_301_t2_flair,3,0,flair
sub229045_301_t2_flair,4,0,flair
sub229045_301_t2_flair,5,0,flair
sub229045_301_t2_flair,6,0,flair
sub229045_301_t2_flair,7,0,flair
sub694598_701_t2_flair_ax,0,0,flair
sub694598_701_t2_flair_ax,1,0,flair
sub694598_701_t2_flair_ax,2,0,flair
sub694598_701_t2_flair_ax,3,0,flair
sub694598_701_t2_flair_ax,4,0,flair
sub694598_701_t2_flair_ax,5,0,flair
sub694598_701_t2_flair_ax,6,0,flair
sub694598_701_t2_flair_ax,7,0,flair
sub834012_301_t2_flair,0,0,flair
sub834012_301_t2_flair,1,0,flair
sub834012_301_t2_flair,2,0,flair
sub834012_301_t2_flair,3,0,flair
sub834012_301_t2_flair,4,0,flair
sub834012_301_t2_flair,5,0,flair
sub834012_301_t2_flair,6,0,flair
sub232440_9_fast_ax_t2_flair,0,0,flair
sub232440_9_fast_ax_t2_flair,1,0,flair
sub232440_9_fast_ax_t2_flair,2,0,flair
sub232440_9_fast_ax_t2_flair,3,0,flair
sub232440_9_fast_ax_t2_flair,4,0,flair
sub232440_9_fast_ax_t2_flair,5,0,flair
sub232440_9_fast_ax_t2_flair,6,0,flair
sub232440_9_fast_ax_t2_flair,7,0,flair
sub437963_701_t2_flair_ax,0,0,flair
sub437963_701_t2_flair_ax,1,0,flair
sub437963_701_t2_flair_ax,2,0,flair
sub437963_701_t2_flair_ax,3,0,flair
sub437963_701_t2_flair_ax,4,0,flair
sub437963_701_t2_flair_ax,5,0,flair
sub437963_701_t2_flair_ax,6,0,flair
sub437963_701_t2_flair_ax,7,0,flair
sub578436_301_t2_flair,0,0,flair
sub578436_301_t2_flair,1,0,flair
sub578436_301_t2_flair,2,0,flair
sub578436_301_t2_flair,3,0,flair
sub578436_301_t2_flair,4,0,flair
sub578436_301_t2_flair,5,0,flair
sub578436_301_t2_flair,6,0,flair
sub578436_301_t2_flair,7,0,flair
sub387566_701_t2_flair_ax11000_2800_110,0,0,flair
sub387566_701_t2_flair_ax11000_2800_110,1,0,flair
sub387566_701_t2_flair_ax11000_2800_110,2,0,flair
sub387566_701_t2_flair_ax11000_2800_110,3,0,flair
sub387566_701_t2_flair_ax11000_2800_110,4,0,flair
sub387566_701_t2_flair_ax11000_2800_110,5,0,flair
sub387566_701_t2_flair_ax11000_2800_110,6,0,flair
sub387566_701_t2_flair_ax11000_2800_110,7,0,flair
sub622695_701_t2_flair,0,0,flair
sub622695_701_t2_flair,1,0,flair
sub622695_701_t2_flair,2,0,flair
sub622695_701_t2_flair,3,0,flair
sub622695_701_t2_flair,4,0,flair
sub622695_701_t2_flair,5,0,flair
sub622695_701_t2_flair,6,0,flair
sub622695_701_t2_flair,7,0,flair
sub497303_301_t2_flair,0,0,flair
sub497303_301_t2_flair,1,0,flair
sub497303_301_t2_flair,2,0,flair
sub497303_301_t2_flair,3,0,flair
sub497303_301_t2_flair,4,0,flair
sub497303_301_t2_flair,5,0,flair
sub497303_301_t2_flair,6,0,flair
sub497303_301_t2_flair,7,0,flair
sub587157_701_t2_flair,0,0,flair
sub587157_701_t2_flair,1,0,flair
sub587157_701_t2_flair,2,0,flair
sub587157_701_t2_flair,3,0,flair
sub587157_701_t2_flair,4,0,flair
sub587157_701_t2_flair,5,0,flair
sub587157_701_t2_flair,6,0,flair
sub587157_701_t2_flair,7,0,flair
sub891441_301_t2_flair_new,0,0,flair
sub891441_301_t2_flair_new,1,0,flair
sub891441_301_t2_flair_new,2,0,flair
sub891441_301_t2_flair_new,3,0,flair
sub891441_301_t2_flair_new,4,0,flair
sub891441_301_t2_flair_new,5,0,flair
sub891441_301_t2_flair_new,6,0,flair
sub891441_301_t2_flair_new,7,0,flair
sub519448_301_t2_flair_ax,0,0,flair
sub519448_301_t2_flair_ax,1,0,flair
sub519448_301_t2_flair_ax,2,0,flair
sub519448_301_t2_flair_ax,3,0,flair
sub519448_301_t2_flair_ax,4,0,flair
sub519448_301_t2_flair_ax,5,0,flair
sub519448_301_t2_flair_ax,6,0,flair
sub519448_301_t2_flair_ax,7,0,flair
sub254414_9_fast_ax_t2_flair,0,0,flair
sub254414_9_fast_ax_t2_flair,1,0,flair
sub254414_9_fast_ax_t2_flair,2,0,flair
sub254414_9_fast_ax_t2_flair,3,0,flair
sub254414_9_fast_ax_t2_flair,4,0,flair
sub254414_9_fast_ax_t2_flair,5,0,flair
sub254414_9_fast_ax_t2_flair,6,0,flair
sub254414_9_fast_ax_t2_flair,7,0,flair
sub032978_9_fast_ax_t2_flair,0,0,flair
sub032978_9_fast_ax_t2_flair,1,0,flair
sub032978_9_fast_ax_t2_flair,2,0,flair
sub032978_9_fast_ax_t2_flair,3,0,flair
sub032978_9_fast_ax_t2_flair,4,0,flair
sub032978_9_fast_ax_t2_flair,5,0,flair
sub032978_9_fast_ax_t2_flair,6,0,flair
sub032978_9_fast_ax_t2_flair,7,0,flair
sub265435_301_t2_flair_ax11000_2800_110,0,0,flair
sub265435_301_t2_flair_ax11000_2800_110,1,0,flair
sub265435_301_t2_flair_ax11000_2800_110,2,0,flair
sub265435_301_t2_flair_ax11000_2800_110,3,0,flair
sub265435_301_t2_flair_ax11000_2800_110,4,0,flair
sub265435_301_t2_flair_ax11000_2800_110,5,0,flair
sub265435_301_t2_flair_ax11000_2800_110,6,0,flair
sub265435_301_t2_flair_ax11000_2800_110,7,0,flair
sub398281_301_t2_flair,0,0,flair
sub398281_301_t2_flair,1,0,flair
sub398281_301_t2_flair,2,0,flair
sub398281_301_t2_flair,3,0,flair
sub398281_301_t2_flair,4,0,flair
sub398281_301_t2_flair,5,0,flair
sub398281_301_t2_flair,6,0,flair
sub398281_301_t2_flair,7,0,flair
sub064014_7_t2_flair,0,0,flair
sub064014_7_t2_flair,1,0,flair
sub064014_7_t2_flair,2,0,flair
sub064014_7_t2_flair,3,0,flair
sub064014_7_t2_flair,4,0,flair
sub064014_7_t2_flair,5,0,flair
sub064014_7_t2_flair,6,0,flair
sub064014_7_t2_flair,7,0,flair
sub273680_301_t2_flair,0,0,flair
sub273680_301_t2_flair,1,0,flair
sub273680_301_t2_flair,2,0,flair
sub273680_301_t2_flair,3,0,flair
sub273680_301_t2_flair,4,0,flair
sub273680_301_t2_flair,5,0,flair
sub273680_301_t2_flair,6,0,flair
sub273680_301_t2_flair,7,0,flair
sub069820_301_t2_flair_ax,0,0,flair
sub069820_301_t2_flair_ax,1,0,flair
sub069820_301_t2_flair_ax,2,0,flair
sub069820_301_t2_flair_ax,3,0,flair
sub069820_301_t2_flair_ax,4,0,flair
sub069820_301_t2_flair_ax,5,0,flair
sub069820_301_t2_flair_ax,6,0,flair
sub069820_301_t2_flair_ax,7,0,flair
sub216241_301_t2_flair_ax,0,0,flair
sub216241_301_t2_flair_ax,1,0,flair
sub216241_301_t2_flair_ax,2,0,flair
sub216241_301_t2_flair_ax,3,0,flair
sub216241_301_t2_flair_ax,4,0,flair
sub216241_301_t2_flair_ax,5,0,flair
sub216241_301_t2_flair_ax,6,0,flair
sub216241_301_t2_flair_ax,7,0,flair
sub312974_301_t2_flair_ax,0,0,flair
sub312974_301_t2_flair_ax,1,0,flair
sub312974_301_t2_flair_ax,2,0,flair
sub312974_301_t2_flair_ax,3,0,flair
sub312974_301_t2_flair_ax,4,0,flair
sub312974_301_t2_flair_ax,5,0,flair
sub312974_301_t2_flair_ax,6,0,flair
sub312974_301_t2_flair_ax,7,0,flair
sub630488_401_t2_flair,0,0,flair
sub630488_401_t2_flair,1,0,flair
sub630488_401_t2_flair,2,0,flair
sub630488_401_t2_flair,3,0,flair
sub630488_401_t2_flair,4,0,flair
sub630488_401_t2_flair,5,0,flair
sub630488_401_t2_flair,6,0,flair
sub630488_401_t2_flair,7,0,flair
sub373785_701_t2_flair,0,0,flair
sub373785_701_t2_flair,1,0,flair
sub373785_701_t2_flair,2,0,flair
sub373785_701_t2_flair,3,0,flair
sub373785_701_t2_flair,4,0,flair
sub373785_701_t2_flair,5,0,flair
sub373785_701_t2_flair,6,0,flair
sub373785_701_t2_flair,7,0,flair
sub595781_601_t2_flair_ax,0,0,flair
sub595781_601_t2_flair_ax,1,0,flair
sub595781_601_t2_flair_ax,2,0,flair
sub595781_601_t2_flair_ax,3,0,flair
sub595781_601_t2_flair_ax,4,0,flair
sub595781_601_t2_flair_ax,5,0,flair
sub595781_601_t2_flair_ax,6,0,flair
sub595781_601_t2_flair_ax,7,0,flair
sub302644_301_t2_flair,0,0,flair
sub302644_301_t2_flair,1,0,flair
sub302644_301_t2_flair,2,0,flair
sub302644_301_t2_flair,3,0,flair
sub302644_301_t2_flair,4,0,flair
sub302644_301_t2_flair,5,0,flair
sub302644_301_t2_flair,6,0,flair
sub302644_301_t2_flair,7,0,flair
sub420593_8_t2_flair,0,0,flair
sub420593_8_t2_flair,1,0,flair
sub420593_8_t2_flair,2,0,flair
sub420593_8_t2_flair,3,0,flair
sub420593_8_t2_flair,4,0,flair
sub420593_8_t2_flair,5,0,flair
sub420593_8_t2_flair,6,0,flair
sub420593_8_t2_flair,7,0,flair
sub562500_701_t2_flair,0,0,flair
sub562500_701_t2_flair,1,0,flair
sub562500_701_t2_flair,2,0,flair
sub562500_701_t2_flair,3,0,flair
sub562500_701_t2_flair,4,0,flair
sub562500_701_t2_flair,5,0,flair
sub562500_701_t2_flair,6,0,flair
sub562500_701_t2_flair,7,0,flair
sub639787_701_t2_flair_ax11000_2800_110,0,0,flair
sub639787_701_t2_flair_ax11000_2800_110,1,0,flair
sub639787_701_t2_flair_ax11000_2800_110,2,0,flair
sub639787_701_t2_flair_ax11000_2800_110,3,0,flair
sub639787_701_t2_flair_ax11000_2800_110,4,0,flair
sub639787_701_t2_flair_ax11000_2800_110,5,0,flair
sub639787_701_t2_flair_ax11000_2800_110,6,0,flair
sub639787_701_t2_flair_ax11000_2800_110,7,0,flair
sub662185_601_t2_flair,0,0,flair
sub662185_601_t2_flair,1,0,flair
sub662185_601_t2_flair,2,0,flair
sub662185_601_t2_flair,3,0,flair
sub662185_601_t2_flair,4,0,flair
sub662185_601_t2_flair,5,0,flair
sub662185_601_t2_flair,6,0,flair
sub662185_601_t2_flair,7,0,flair
sub662185_601_t2_flair,8,0,flair
sub777260_8_t2_flair,0,0,flair
sub777260_8_t2_flair,1,0,flair
sub777260_8_t2_flair,2,0,flair
sub777260_8_t2_flair,3,0,flair
sub777260_8_t2_flair,4,0,flair
sub777260_8_t2_flair,5,0,flair
sub777260_8_t2_flair,6,0,flair
sub777260_8_t2_flair,7,0,flair
sub636399_8_t2_flair,0,0,flair
sub636399_8_t2_flair,1,0,flair
sub636399_8_t2_flair,2,0,flair
sub636399_8_t2_flair,3,0,flair
sub636399_8_t2_flair,4,0,flair
sub636399_8_t2_flair,5,0,flair
sub636399_8_t2_flair,6,0,flair
sub636399_8_t2_flair,7,0,flair
sub916680_301_t2_flair_ax,0,0,flair
sub916680_301_t2_flair_ax,1,0,flair
sub916680_301_t2_flair_ax,2,0,flair
sub916680_301_t2_flair_ax,3,0,flair
sub916680_301_t2_flair_ax,4,0,flair
sub916680_301_t2_flair_ax,5,0,flair
sub916680_301_t2_flair_ax,6,0,flair
sub916680_301_t2_flair_ax,7,0,flair
sub750025_301_t2_flair_ax,0,0,flair
sub750025_301_t2_flair_ax,1,0,flair
sub750025_301_t2_flair_ax,2,0,flair
sub750025_301_t2_flair_ax,3,0,flair
sub750025_301_t2_flair_ax,4,0,flair
sub750025_301_t2_flair_ax,5,0,flair
sub750025_301_t2_flair_ax,6,0,flair
sub750025_301_t2_flair_ax,7,0,flair
sub880124_801_t2_flair,0,0,flair
sub880124_801_t2_flair,1,0,flair
sub880124_801_t2_flair,2,0,flair
sub880124_801_t2_flair,3,0,flair
sub880124_801_t2_flair,4,0,flair
sub880124_801_t2_flair,5,0,flair
sub880124_801_t2_flair,6,0,flair
sub880124_801_t2_flair,7,0,flair
sub925699_701_t2_flair_ax11000_2800_110,0,0,flair
sub925699_701_t2_flair_ax11000_2800_110,1,0,flair
sub925699_701_t2_flair_ax11000_2800_110,2,0,flair
sub925699_701_t2_flair_ax11000_2800_110,3,0,flair
sub925699_701_t2_flair_ax11000_2800_110,4,0,flair
sub925699_701_t2_flair_ax11000_2800_110,5,0,flair
sub925699_701_t2_flair_ax11000_2800_110,6,0,flair
sub925699_701_t2_flair_ax11000_2800_110,7,0,flair
sub806526_701_t2_flair,0,0,flair
sub806526_701_t2_flair,1,0,flair
sub806526_701_t2_flair,2,0,flair
sub806526_701_t2_flair,3,0,flair
sub806526_701_t2_flair,4,0,flair
sub806526_701_t2_flair,5,0,flair
sub806526_701_t2_flair,6,0,flair
sub806526_701_t2_flair,7,0,flair
sub131881_501_t1_ax,0,0,t1
sub131881_501_t1_ax,1,0,t1
sub131881_501_t1_ax,2,0,t1
sub131881_501_t1_ax,3,0,t1
sub131881_501_t1_ax,4,0,t1
sub131881_501_t1_ax,5,0,t1
sub131881_501_t1_ax,6,0,t1
sub011657_501_t1_ax,0,0,t1
sub011657_501_t1_ax,1,0,t1
sub011657_501_t1_ax,2,0,t1
sub011657_501_t1_ax,3,0,t1
sub011657_501_t1_ax,4,0,t1
sub011657_501_t1_ax,5,0,t1
sub011657_501_t1_ax,6,0,t1
sub011657_501_t1_ax,7,0,t1
sub834561_801_t1w_ax,0,0,t1
sub834561_801_t1w_ax,1,0,t1
sub834561_801_t1w_ax,2,0,t1
sub834561_801_t1w_ax,3,0,t1
sub834561_801_t1w_ax,4,0,t1
sub834561_801_t1w_ax,5,0,t1
sub834561_801_t1w_ax,6,0,t1
sub834561_801_t1w_ax,7,0,t1
sub771459_6_t1_ax,0,0,t1
sub771459_6_t1_ax,1,0,t1
sub771459_6_t1_ax,2,0,t1
sub771459_6_t1_ax,3,0,t1
sub771459_6_t1_ax,4,0,t1
sub771459_6_t1_ax,5,0,t1
sub771459_6_t1_ax,6,0,t1
sub771459_6_t1_ax,7,0,t1
sub340096_1001_t1_ax,0,0,t1
sub340096_1001_t1_ax,1,0,t1
sub340096_1001_t1_ax,2,0,t1
sub340096_1001_t1_ax,3,0,t1
sub340096_1001_t1_ax,4,0,t1
sub340096_1001_t1_ax,5,0,t1
sub340096_1001_t1_ax,6,0,t1
sub340096_1001_t1_ax,7,0,t1
sub547658_501_t1_ax,0,0,t1
sub547658_501_t1_ax,1,0,t1
sub547658_501_t1_ax,2,0,t1
sub547658_501_t1_ax,3,0,t1
sub547658_501_t1_ax,4,0,t1
sub547658_501_t1_ax,5,0,t1
sub547658_501_t1_ax,6,0,t1
sub547658_501_t1_ax,7,0,t1
sub617918_501_t1_ax,0,0,t1
sub617918_501_t1_ax,1,0,t1
sub617918_501_t1_ax,2,0,t1
sub617918_501_t1_ax,3,0,t1
sub617918_501_t1_ax,4,0,t1
sub617918_501_t1_ax,5,0,t1
sub617918_501_t1_ax,6,0,t1
sub617918_501_t1_ax,7,0,t1
sub714484_501_t1_ax,0,0,t1
sub714484_501_t1_ax,1,0,t1
sub714484_501_t1_ax,2,0,t1
sub714484_501_t1_ax,3,0,t1
sub714484_501_t1_ax,4,0,t1
sub714484_501_t1_ax,5,0,t1
sub714484_501_t1_ax,6,0,t1
sub714484_501_t1_ax,7,0,t1
sub702986_6_t1_ax,0,0,t1
sub702986_6_t1_ax,1,0,t1
sub702986_6_t1_ax,2,0,t1
sub702986_6_t1_ax,3,0,t1
sub702986_6_t1_ax,4,0,t1
sub702986_6_t1_ax,5,0,t1
sub702986_6_t1_ax,6,0,t1
sub702986_6_t1_ax,7,0,t1
sub002685_501_t1_ax,0,0,t1
sub002685_501_t1_ax,1,0,t1
sub002685_501_t1_ax,2,0,t1
sub002685_501_t1_ax,3,0,t1
sub002685_501_t1_ax,4,0,t1
sub002685_501_t1_ax,5,0,t1
sub002685_501_t1_ax,6,0,t1
sub002685_501_t1_ax,7,0,t1
sub342821_501_t1_ax,0,0,t1
sub342821_501_t1_ax,1,0,t1
sub342821_501_t1_ax,2,0,t1
sub342821_501_t1_ax,3,0,t1
sub342821_501_t1_ax,4,0,t1
sub342821_501_t1_ax,5,0,t1
sub342821_501_t1_ax,6,0,t1
sub342821_501_t1_ax,7,0,t1
sub622695_801_t1w_ax,0,0,t1
sub622695_801_t1w_ax,1,0,t1
sub622695_801_t1w_ax,2,0,t1
sub622695_801_t1w_ax,3,0,t1
sub622695_801_t1w_ax,4,0,t1
sub622695_801_t1w_ax,5,0,t1
sub622695_801_t1w_ax,6,0,t1
sub622695_801_t1w_ax,7,0,t1
sub940348_501_t1_ax,0,0,t1
sub940348_501_t1_ax,1,0,t1
sub940348_501_t1_ax,2,0,t1
sub940348_501_t1_ax,3,0,t1
sub940348_501_t1_ax,4,0,t1
sub940348_501_t1_ax,5,0,t1
sub940348_501_t1_ax,6,0,t1
sub940348_501_t1_ax,7,0,t1
sub656308_501_t1_ax,0,0,t1
sub656308_501_t1_ax,1,0,t1
sub656308_501_t1_ax,2,0,t1
sub656308_501_t1_ax,3,0,t1
sub656308_501_t1_ax,4,0,t1
sub656308_501_t1_ax,5,0,t1
sub656308_501_t1_ax,6,0,t1
sub656308_501_t1_ax,7,0,t1
sub698230_501_t1_ax,0,0,t1
sub698230_501_t1_ax,1,0,t1
sub698230_501_t1_ax,2,0,t1
sub698230_501_t1_ax,3,0,t1
sub698230_501_t1_ax,4,0,t1
sub698230_501_t1_ax,5,0,t1
sub698230_501_t1_ax,6,0,t1
sub698230_501_t1_ax,7,0,t1
sub006546_501_t1_ax,0,0,t1
sub006546_501_t1_ax,1,0,t1
sub006546_501_t1_ax,2,0,t1
sub006546_501_t1_ax,3,0,t1
sub006546_501_t1_ax,4,0,t1
sub006546_501_t1_ax,5,0,t1
sub006546_501_t1_ax,6,0,t1
sub006546_501_t1_ax,7,0,t1
sub238506_801_t1_ax,0,0,t1
sub238506_801_t1_ax,1,0,t1
sub238506_801_t1_ax,2,0,t1
sub238506_801_t1_ax,3,0,t1
sub238506_801_t1_ax,4,0,t1
sub238506_801_t1_ax,5,0,t1
sub238506_801_t1_ax,6,0,t1
sub238506_801_t1_ax,7,0,t1
sub277497_6_t1_ax,0,0,t1
sub277497_6_t1_ax,1,0,t1
sub277497_6_t1_ax,2,0,t1
sub277497_6_t1_ax,3,0,t1
sub277497_6_t1_ax,4,0,t1
sub277497_6_t1_ax,5,0,t1
sub277497_6_t1_ax,6,0,t1
sub277497_6_t1_ax,7,0,t1
sub578436_501_t1_ax,0,0,t1
sub578436_501_t1_ax,1,0,t1
sub578436_501_t1_ax,2,0,t1
sub578436_501_t1_ax,3,0,t1
sub578436_501_t1_ax,4,0,t1
sub578436_501_t1_ax,5,0,t1
sub578436_501_t1_ax,6,0,t1
sub578436_501_t1_ax,7,0,t1
sub543277_7_t1_ax,0,0,t1
sub543277_7_t1_ax,1,0,t1
sub543277_7_t1_ax,2,0,t1
sub543277_7_t1_ax,3,0,t1
sub543277_7_t1_ax,4,0,t1
sub543277_7_t1_ax,5,0,t1
sub543277_7_t1_ax,6,0,t1
sub543277_7_t1_ax,7,0,t1
sub974678_7_t1_ax,0,0,t1
sub974678_7_t1_ax,1,0,t1
sub974678_7_t1_ax,2,0,t1
sub974678_7_t1_ax,3,0,t1
sub974678_7_t1_ax,4,0,t1
sub974678_7_t1_ax,5,0,t1
sub974678_7_t1_ax,6,0,t1
sub974678_7_t1_ax,7,0,t1
sub694598_901_t1_ax,0,0,t1
sub694598_901_t1_ax,1,0,t1
sub694598_901_t1_ax,2,0,t1
sub694598_901_t1_ax,3,0,t1
sub694598_901_t1_ax,4,0,t1
sub694598_901_t1_ax,5,0,t1
sub694598_901_t1_ax,6,0,t1
sub694598_901_t1_ax,7,0,t1
sub416156_501_t1_ax,0,0,t1
sub416156_501_t1_ax,1,0,t1
sub416156_501_t1_ax,2,0,t1
sub416156_501_t1_ax,3,0,t1
sub416156_501_t1_ax,4,0,t1
sub416156_501_t1_ax,5,0,t1
sub416156_501_t1_ax,6,0,t1
sub416156_501_t1_ax,7,0,t1
sub595781_801_t1_ax,0,0,t1
sub595781_801_t1_ax,1,0,t1
sub595781_801_t1_ax,2,0,t1
sub595781_801_t1_ax,3,0,t1
sub595781_801_t1_ax,4,0,t1
sub595781_801_t1_ax,5,0,t1
sub595781_801_t1_ax,6,0,t1
sub595781_801_t1_ax,7,0,t1
sub064014_6_t1_ax,0,0,t1
sub064014_6_t1_ax,1,0,t1
sub064014_6_t1_ax,2,0,t1
sub064014_6_t1_ax,3,0,t1
sub064014_6_t1_ax,4,0,t1
sub064014_6_t1_ax,5,0,t1
sub064014_6_t1_ax,6,0,t1
sub064014_6_t1_ax,7,0,t1
sub216241_501_t1_ax,0,0,t1
sub216241_501_t1_ax,1,0,t1
sub216241_501_t1_ax,2,0,t1
sub216241_501_t1_ax,3,0,t1
sub216241_501_t1_ax,4,0,t1
sub216241_501_t1_ax,5,0,t1
sub216241_501_t1_ax,6,0,t1
sub216241_501_t1_ax,7,0,t1
sub317920_801_t1w_ax,0,0,t1
sub317920_801_t1w_ax,1,0,t1
sub317920_801_t1w_ax,2,0,t1
sub317920_801_t1w_ax,3,0,t1
sub317920_801_t1w_ax,4,0,t1
sub317920_801_t1w_ax,5,0,t1
sub317920_801_t1w_ax,6,0,t1
sub317920_801_t1w_ax,7,0,t1
sub232440_6_t1_ax,0,0,t1
sub232440_6_t1_ax,1,0,t1
sub232440_6_t1_ax,2,0,t1
sub232440_6_t1_ax,3,0,t1
sub232440_6_t1_ax,4,0,t1
sub232440_6_t1_ax,5,0,t1
sub232440_6_t1_ax,6,0,t1
sub232440_6_t1_ax,7,0,t1
sub325393_6_t1_ax,0,0,t1
sub325393_6_t1_ax,1,0,t1
sub325393_6_t1_ax,2,0,t1
sub325393_6_t1_ax,3,0,t1
sub325393_6_t1_ax,4,0,t1
sub325393_6_t1_ax,5,0,t1
sub325393_6_t1_ax,6,0,t1
sub325393_6_t1_ax,7,0,t1
sub102043_6_t1_ax,0,0,t1
sub102043_6_t1_ax,1,0,t1
sub102043_6_t1_ax,2,0,t1
sub102043_6_t1_ax,3,0,t1
sub102043_6_t1_ax,4,0,t1
sub102043_6_t1_ax,5,0,t1
sub102043_6_t1_ax,6,0,t1
sub102043_6_t1_ax,7,0,t1
sub519448_501_t1_ax,0,0,t1
sub519448_501_t1_ax,1,0,t1
sub519448_501_t1_ax,2,0,t1
sub519448_501_t1_ax,3,0,t1
sub519448_501_t1_ax,4,0,t1
sub519448_501_t1_ax,5,0,t1
sub519448_501_t1_ax,6,0,t1
sub519448_501_t1_ax,7,0,t1
sub420593_6_t1_ax,0,0,t1
sub420593_6_t1_ax,1,0,t1
sub420593_6_t1_ax,2,0,t1
sub420593_6_t1_ax,3,0,t1
sub420593_6_t1_ax,4,0,t1
sub420593_6_t1_ax,5,0,t1
sub420593_6_t1_ax,6,0,t1
sub420593_6_t1_ax,7,0,t1
sub363014_6_t1_ax,0,0,t1
sub363014_6_t1_ax,1,0,t1
sub363014_6_t1_ax,2,0,t1
sub363014_6_t1_ax,3,0,t1
sub363014_6_t1_ax,4,0,t1
sub363014_6_t1_ax,5,0,t1
sub363014_6_t1_ax,6,0,t1
sub363014_6_t1_ax,7,0,t1
sub519144_901_t1_ax,0,0,t1
sub519144_901_t1_ax,1,0,t1
sub519144_901_t1_ax,2,0,t1
sub519144_901_t1_ax,3,0,t1
sub519144_901_t1_ax,4,0,t1
sub519144_901_t1_ax,5,0,t1
sub519144_901_t1_ax,6,0,t1
sub519144_901_t1_ax,7,0,t1
sub499965_7_t1_ax,0,0,t1
sub499965_7_t1_ax,1,0,t1
sub499965_7_t1_ax,2,0,t1
sub499965_7_t1_ax,3,0,t1
sub499965_7_t1_ax,4,0,t1
sub499965_7_t1_ax,5,0,t1
sub499965_7_t1_ax,6,0,t1
sub499965_7_t1_ax,7,0,t1
sub916680_501_t1_ax,0,0,t1
sub916680_501_t1_ax,1,0,t1
sub916680_501_t1_ax,2,0,t1
sub916680_501_t1_ax,3,0,t1
sub916680_501_t1_ax,4,0,t1
sub916680_501_t1_ax,5,0,t1
sub916680_501_t1_ax,6,0,t1
sub916680_501_t1_ax,7,0,t1
sub890541_501_t1_ax,0,0,t1
